CompanyCode,DateMonth,Pages,Devices,Learners
,2017/09/01,11738,2,0
,2017/10/01,104851,6,0
,2017/11/01,171714,6,0
,2017/12/01,58537,7,0
,2018/01/01,142226,7,0
,2018/02/01,129976,3,0
,2018/03/01,39264,1,0
,2021/02/01,2,1,0
Adm,2017/08/01,72910,1,0
Adm,2017/09/01,78424,2,0
Adm,2017/10/01,236369,2,0
Adm,2017/11/01,223217,2,0
Adm,2017/12/01,39803,2,0
Adm,2018/01/01,237295,2,0
Adm,2018/02/01,175919,2,0
Adm,2018/03/01,157124,2,0
Adm,2018/04/01,149328,2,0
Adm,2018/05/01,6589,2,0
BBB,2020/03/01,81264,2,821
BBB,2020/04/01,614,2,821
BBB,2020/05/01,7319,2,830
BBB,2020/06/01,14738,2,826
BBB,2020/07/01,56258,2,824
BBB,2020/08/01,23189,2,821
BBB,2020/09/01,9155,2,832
BBB,2020/10/01,28330,2,831
BBB,2020/11/01,41173,2,830
BBB,2020/12/01,4940,2,743
BBB,2021/01/01,36024,2,861
BBB,2021/02/01,29808,2,862
BBB,2021/03/01,54858,2,862
CAM,2017/09/01,31627,2,920
CAM,2017/10/01,63006,2,920
CAM,2017/11/01,44476,2,920
CAM,2017/12/01,11187,2,802
CAM,2018/01/01,39270,2,1010
CAM,2018/02/01,80816,2,1018
CAM,2018/03/01,47734,2,1016
CAM,2018/04/01,23763,2,1012
CAM,2018/05/01,43376,2,1007
CAM,2018/06/01,33108,2,1001
CAM,2018/07/01,4366,2,994
CAM,2018/10/01,1131,1,982
CAM,2018/11/01,1144,1,982
CAM,2018/12/01,99,1,836
CAM,2019/01/01,263,1,1002
CAM,2019/03/01,1526,1,995
CAM,2019/04/01,998,1,997
CAM,2019/05/01,1474,1,994
CAM,2019/06/01,173,1,993
CAM,2019/07/01,1274,1,990
CAM,2019/08/01,2035,1,987
CAM,2019/09/01,1092,1,986
CAM,2019/10/01,8168,1,986
CAM,2019/11/01,135,1,984
CAM,2019/12/01,253,1,881
CAM,2020/01/01,120,1,991
CAM,2020/02/01,962,1,995
CAM,2020/03/01,515,1,994
CAM,2020/05/01,726,1,995
CAM,2020/06/01,597,1,970
CAM,2020/07/01,2062,1,971
CAM,2020/08/01,7951,1,964
CAM,2020/09/01,1103,1,966
CAM,2020/10/01,1296,1,970
CAM,2020/11/01,449,1,971
CAM,2020/12/01,319,1,862
CAM,2021/01/01,20431,2,1133
CAM,2021/02/01,53375,2,1151
CAM,2021/03/01,41703,2,1153
CAR,2017/08/01,1806,1,1818
CAR,2017/09/01,11930,1,1809
CAR,2017/10/01,5553,1,1818
CAR,2017/11/01,7161,1,1812
CAR,2017/12/01,2784,1,1576
CAR,2018/01/01,9593,1,1789
CAR,2018/02/01,8477,1,1794
CAR,2018/03/01,4743,1,1780
CAR,2018/04/01,3029,1,1779
CAR,2018/05/01,5715,1,1778
CAR,2018/06/01,3222,1,1766
CAR,2018/07/01,3254,1,1772
CAR,2018/08/01,6613,1,1758
CAR,2018/09/01,4056,1,1753
CAR,2018/10/01,6594,1,1753
CAR,2018/11/01,6816,1,1755
CAR,2018/12/01,2794,1,1508
CAR,2019/01/01,8724,1,1709
CAR,2019/02/01,9189,1,1709
CAR,2019/03/01,18999,1,1685
CAR,2019/04/01,4314,1,1696
CAR,2019/05/01,6807,1,1687
CAR,2019/06/01,7292,1,1686
CAR,2019/07/01,6399,1,1695
CAR,2019/08/01,13138,1,1692
CAR,2019/09/01,1892,1,1686
CAR,2019/10/01,4564,1,1688
CAR,2019/11/01,7432,1,1688
CAR,2019/12/01,640,1,1433
CAR,2020/01/01,7807,1,1648
CAR,2020/02/01,20100,1,1646
CAR,2020/03/01,940,1,1647
CAR,2020/05/01,528,1,1641
CAR,2020/06/01,934,1,1626
CAR,2020/07/01,778,1,1619
CAR,2020/08/01,1002,1,1613
CAR,2020/09/01,1325,1,1619
CAR,2020/10/01,3889,1,1642
CAR,2020/11/01,1647,1,1646
CAR,2020/12/01,1863,1,1392
CAR,2021/01/01,6817,1,1591
CAR,2021/02/01,13232,1,1614
CAR,2021/03/01,819,1,1616
Cas,2018/01/01,9082,1,0
Cas,2018/02/01,4666,1,0
Cas,2018/03/01,2517,1,0
Cas,2018/04/01,77,1,0
CAS,2019/10/01,2034,1,0
CAS,2019/11/01,7260,1,0
CAS,2019/12/01,2562,1,0
CAS,2020/01/01,4715,1,0
CAS,2020/02/01,3671,1,0
CAS,2020/03/01,3869,1,0
CAS,2020/06/01,430,1,0
CAS,2020/07/01,3849,1,0
CAS,2020/08/01,4165,1,0
CAS,2020/09/01,3752,1,0
CAS,2020/10/01,4207,1,0
CAS,2020/11/01,5159,1,0
CAS,2020/12/01,4278,1,0
CAS,2021/01/01,6608,1,0
CAS,2021/02/01,1488,1,0
CBB,2017/12/01,10607,1,553
CBB,2018/01/01,18366,1,724
CBB,2018/02/01,35311,1,768
CBB,2018/03/01,25866,1,768
CBB,2018/04/01,27439,1,775
CBB,2018/05/01,36908,1,776
CBB,2018/06/01,12375,1,775
CBB,2018/07/01,32164,1,775
CBB,2018/08/01,25387,1,776
CBB,2018/09/01,27174,1,781
CBB,2018/10/01,60756,3,782
CBB,2018/11/01,76658,3,781
CBB,2018/12/01,29992,3,587
CBB,2019/01/01,56398,3,779
CBB,2019/02/01,15834,2,795
CBB,2019/03/01,15488,2,786
CBB,2019/04/01,25071,2,789
CBB,2019/05/01,15899,2,796
CBB,2019/06/01,24033,2,798
CBB,2019/07/01,19884,2,799
CBB,2019/08/01,16159,2,799
CBB,2019/09/01,15066,2,804
CBB,2019/10/01,25193,2,805
CBB,2019/11/01,21637,2,803
CBB,2019/12/01,13456,2,595
CBB,2020/01/01,24813,3,716
CBB,2020/02/01,16987,2,735
CBB,2020/03/01,21067,2,733
CBB,2020/05/01,14240,2,710
CBB,2020/06/01,38350,2,686
CBB,2020/07/01,45990,2,669
CBB,2020/08/01,38014,2,667
CBB,2020/09/01,23513,3,669
CBB,2020/10/01,35663,3,677
CBB,2020/11/01,33527,3,680
CBB,2020/12/01,15885,3,0
CBB,2021/01/01,75778,3,0
CBB,2021/02/01,43942,3,0
CBB,2021/03/01,32254,3,0
CBF,2017/09/01,3423,1,418
CBF,2017/10/01,16580,1,418
CBF,2017/11/01,22086,1,416
CBF,2017/12/01,3144,1,337
CBF,2018/01/01,17435,1,419
CBF,2018/02/01,17908,1,424
CBF,2018/03/01,21599,1,418
CBF,2018/04/01,10134,1,413
CBF,2018/05/01,22746,1,413
CBF,2018/06/01,26458,1,409
CBF,2018/07/01,8554,1,409
CBF,2018/08/01,21325,1,412
CBF,2018/09/01,11524,1,412
CBF,2018/10/01,15201,1,413
CBF,2018/11/01,33456,1,413
CBF,2018/12/01,3047,1,358
CBF,2019/01/01,19501,1,399
CBF,2019/02/01,13987,1,392
CBF,2019/03/01,10245,1,387
CBF,2019/04/01,14636,1,393
CBF,2019/05/01,30089,1,392
CBF,2019/06/01,17322,1,385
CBF,2019/07/01,20729,1,402
CBF,2019/08/01,24579,1,405
CBF,2019/09/01,17010,1,403
CBF,2019/10/01,33340,1,406
CBF,2019/11/01,32512,1,406
CBF,2019/12/01,2263,1,339
CBF,2020/01/01,18831,1,489
CBF,2020/02/01,29014,1,491
CBF,2020/03/01,14105,1,494
CBF,2020/04/01,29,1,491
CBF,2020/05/01,5000,1,493
CBF,2020/06/01,19861,1,494
CBF,2020/07/01,13100,1,498
CBF,2020/08/01,16937,1,500
CBF,2020/09/01,23335,1,502
CBF,2020/10/01,28912,1,507
CBF,2020/11/01,33188,1,507
CBF,2020/12/01,3805,1,466
CBF,2021/01/01,20579,1,598
CBF,2021/02/01,36799,1,629
CBF,2021/03/01,20493,1,634
CBG,2018/11/01,776,1,0
CBG,2018/12/01,4620,1,0
CBG,2019/01/01,3726,1,49
CBG,2019/02/01,4640,1,59
CBG,2019/03/01,3547,1,71
CBG,2019/04/01,4077,1,74
CBG,2019/05/01,5587,1,79
CBG,2019/06/01,2759,1,81
CBG,2019/07/01,4223,1,82
CBG,2019/08/01,4776,1,84
CBG,2019/09/01,2171,1,89
CBG,2019/10/01,3334,1,91
CBG,2019/11/01,4387,1,88
CBG,2019/12/01,4537,1,73
CBG,2020/01/01,6023,1,97
CBG,2020/02/01,5083,1,97
CBG,2020/03/01,3849,1,88
CBG,2020/05/01,2045,1,68
CBG,2020/06/01,2758,1,54
CBG,2020/07/01,2356,1,47
CBG,2020/08/01,2650,1,41
CBG,2020/09/01,3523,1,45
CBG,2020/10/01,4342,1,50
CBG,2020/11/01,5106,1,49
CBG,2020/12/01,4265,1,34
CBG,2021/01/01,8092,1,66
CBG,2021/02/01,8234,1,73
CBG,2021/03/01,3476,1,79
CBL,2017/10/01,12495,2,661
CBL,2017/11/01,40270,2,653
CBL,2017/12/01,13599,2,581
CBL,2018/01/01,27549,2,683
CBL,2018/02/01,38395,2,677
CBL,2018/03/01,27057,2,680
CBL,2018/04/01,18478,2,683
CBL,2018/05/01,25894,2,688
CBL,2018/06/01,30381,2,672
CBL,2018/07/01,21636,2,670
CBL,2018/08/01,25394,2,673
CBL,2018/09/01,18262,2,672
CBL,2018/10/01,33644,2,676
CBL,2018/11/01,36408,2,670
CBL,2018/12/01,17076,2,593
CBL,2019/01/01,35164,2,722
CBL,2019/02/01,41820,2,718
CBL,2019/03/01,20340,2,713
CBL,2019/04/01,36461,2,716
CBL,2019/05/01,36762,2,712
CBL,2019/06/01,19254,2,704
CBL,2019/07/01,34647,2,713
CBL,2019/08/01,32129,2,725
CBL,2019/09/01,18616,2,729
CBL,2019/10/01,37617,2,735
CBL,2019/11/01,41871,2,732
CBL,2019/12/01,13419,2,585
CBL,2020/01/01,34665,2,703
CBL,2020/02/01,34774,2,704
CBL,2020/03/01,25777,2,699
CBL,2020/04/01,1255,2,695
CBL,2020/05/01,8803,2,664
CBL,2020/06/01,48637,5,625
CBL,2020/07/01,84002,3,622
CBL,2020/08/01,77472,3,635
CBL,2020/09/01,76767,3,641
CBL,2020/10/01,101757,3,655
CBL,2020/11/01,110724,3,662
CBL,2020/12/01,66600,3,588
CBL,2021/01/01,98229,4,754
CBL,2021/02/01,117646,4,771
CBL,2021/03/01,81593,4,783
CBV,2017/09/01,12156,2,1265
CBV,2017/10/01,69795,2,1263
CBV,2017/11/01,62792,2,1254
CBV,2017/12/01,33964,3,1033
CBV,2018/01/01,102955,3,1225
CBV,2018/02/01,118457,4,1241
CBV,2018/03/01,112637,4,1225
CBV,2018/04/01,120705,4,1228
CBV,2018/05/01,166449,5,1222
CBV,2018/06/01,112277,5,1204
CBV,2018/07/01,100887,5,1215
CBV,2018/08/01,135351,5,1215
CBV,2018/09/01,92243,6,1211
CBV,2018/10/01,146839,5,1209
CBV,2018/11/01,128684,6,1207
CBV,2018/12/01,54854,5,1034
CBV,2019/01/01,180541,5,1208
CBV,2019/02/01,90154,5,1211
CBV,2019/03/01,41445,5,1218
CBV,2019/04/01,112139,4,1221
CBV,2019/05/01,87542,4,1231
CBV,2019/06/01,37672,3,1222
CBV,2019/07/01,80446,3,1224
CBV,2019/08/01,67234,3,1225
CBV,2019/09/01,73464,3,1229
CBV,2019/10/01,74303,3,1229
CBV,2019/11/01,99593,3,1231
CBV,2019/12/01,13511,3,1090
CBV,2020/01/01,112328,3,1207
CBV,2020/02/01,92145,3,1208
CBV,2020/03/01,79832,3,1204
CBV,2020/04/01,538,1,1202
CBV,2020/05/01,5084,3,1193
CBV,2020/06/01,52908,3,1188
CBV,2020/07/01,64427,3,1197
CBV,2020/08/01,67752,3,1203
CBV,2020/09/01,71976,3,1214
CBV,2020/10/01,82280,3,1220
CBV,2020/11/01,65244,3,1219
CBV,2020/12/01,35834,3,1019
CBV,2021/01/01,106032,3,1208
CBV,2021/02/01,103209,3,1239
CBV,2021/03/01,58732,3,1242
CCB,2017/10/01,3694,1,243
CCB,2017/11/01,10807,1,244
CCB,2017/12/01,4426,1,171
CCB,2018/01/01,9386,1,210
CCB,2018/02/01,7482,1,216
CCB,2018/03/01,7863,1,215
CCB,2018/04/01,8683,1,221
CCB,2018/05/01,9180,1,234
CCB,2018/06/01,8872,1,235
CCB,2018/07/01,8907,1,233
CCB,2018/08/01,9964,1,239
CCB,2018/09/01,8334,1,241
CCB,2018/10/01,12038,1,247
CCB,2018/11/01,13512,1,242
CCB,2018/12/01,6516,1,190
CCB,2019/01/01,10666,1,213
CCB,2019/02/01,9168,1,221
CCB,2019/03/01,10484,1,233
CCB,2019/04/01,10468,1,241
CCB,2019/05/01,12247,1,240
CCB,2019/06/01,10973,1,236
CCB,2019/07/01,7967,1,246
CCB,2019/08/01,10712,1,256
CCB,2019/09/01,7934,1,260
CCB,2019/10/01,11085,1,264
CCB,2019/11/01,13435,1,260
CCB,2019/12/01,4169,1,182
CCB,2020/01/01,15588,1,180
CCB,2020/02/01,11008,1,190
CCB,2020/03/01,10136,1,187
CCB,2020/04/01,9,1,174
CCB,2020/05/01,900,1,154
CCB,2020/06/01,9417,1,142
CCB,2020/07/01,11014,1,134
CCB,2020/08/01,6651,1,135
CCB,2020/09/01,8127,1,153
CCB,2020/10/01,9017,1,168
CCB,2020/11/01,8556,1,173
CCB,2020/12/01,6645,1,136
CCB,2021/01/01,10957,1,182
CCB,2021/02/01,5631,1,195
CCB,2021/03/01,4149,1,203
CCC,2017/09/01,16061,2,962
CCC,2017/10/01,64103,2,963
CCC,2017/11/01,69541,2,961
CCC,2017/12/01,13697,2,825
CCC,2018/01/01,55574,2,1069
CCC,2018/02/01,36661,2,1077
CCC,2018/03/01,36319,2,1070
CCC,2018/04/01,25950,2,1070
CCC,2018/05/01,38037,2,1072
CCC,2018/06/01,25543,2,1050
CCC,2018/07/01,17582,2,1052
CCC,2018/08/01,33119,2,1054
CCC,2018/09/01,25519,2,1042
CCC,2018/10/01,35864,2,1040
CCC,2018/11/01,31375,2,1039
CCC,2018/12/01,19348,2,886
CCC,2019/01/01,44755,2,1073
CCC,2019/02/01,30051,2,1072
CCC,2019/03/01,24008,2,1069
CCC,2019/04/01,43099,2,1078
CCC,2019/05/01,35884,2,1079
CCC,2019/06/01,21873,2,1053
CCC,2019/07/01,23563,2,1056
CCC,2019/08/01,21518,2,1056
CCC,2019/09/01,21811,2,1042
CCC,2019/10/01,30826,2,1041
CCC,2019/11/01,36410,2,1034
CCC,2019/12/01,15091,2,912
CCC,2020/01/01,48484,2,1124
CCC,2020/02/01,42151,2,1134
CCC,2020/03/01,31028,2,1132
CCC,2020/05/01,4448,2,1104
CCC,2020/06/01,14891,2,1082
CCC,2020/07/01,18616,2,1079
CCC,2020/08/01,32603,4,1086
CCC,2020/09/01,29509,2,1075
CCC,2020/10/01,54000,2,1086
CCC,2020/11/01,50221,2,1085
CCC,2020/12/01,18416,2,908
CCC,2021/01/01,40353,2,1017
CCC,2021/02/01,64916,2,1033
CCC,2021/03/01,31530,2,1037
CCD,2017/10/01,3763,1,211
CCD,2017/11/01,9753,1,211
CCD,2017/12/01,2958,1,171
CCD,2018/01/01,8636,1,225
CCD,2018/02/01,8293,1,231
CCD,2018/03/01,8365,1,234
CCD,2018/04/01,5831,1,240
CCD,2018/05/01,7034,1,242
CCD,2018/06/01,5915,1,249
CCD,2018/07/01,6729,1,250
CCD,2018/08/01,7908,1,265
CCD,2018/09/01,5888,1,274
CCD,2018/10/01,9826,1,279
CCD,2018/11/01,11892,1,282
CCD,2018/12/01,4607,1,235
CCD,2019/01/01,9302,1,285
CCD,2019/02/01,4331,1,290
CCD,2019/03/01,7196,1,293
CCD,2019/04/01,5568,1,290
CCD,2019/05/01,8452,1,294
CCD,2019/06/01,5030,1,297
CCD,2019/07/01,5076,1,298
CCD,2019/08/01,5169,1,298
CCD,2019/09/01,6068,1,307
CCD,2019/10/01,7020,1,307
CCD,2019/11/01,7552,1,308
CCD,2019/12/01,3311,1,239
CCD,2020/01/01,6167,1,216
CCD,2020/02/01,4745,1,221
CCD,2020/03/01,3948,1,227
CCD,2020/05/01,1776,1,185
CCD,2020/06/01,3771,1,150
CCD,2020/07/01,7028,1,141
CCD,2020/08/01,4436,1,146
CCD,2020/09/01,4815,1,156
CCD,2020/10/01,5096,1,166
CCD,2020/11/01,8136,1,171
CCD,2020/12/01,4164,1,131
CCD,2021/01/01,11978,1,208
CCD,2021/02/01,11220,1,226
CCD,2021/03/01,6086,1,235
CCG,2017/10/01,2909,1,144
CCG,2017/11/01,5171,1,144
CCG,2017/12/01,2931,1,111
CCG,2018/01/01,7931,1,126
CCG,2018/02/01,3812,1,127
CCG,2018/03/01,4554,1,129
CCG,2018/04/01,3429,1,132
CCG,2018/05/01,6951,1,141
CCG,2018/06/01,7042,1,140
CCG,2018/07/01,4786,1,139
CCG,2018/08/01,6313,1,141
CCG,2018/09/01,5333,1,145
CCG,2018/10/01,5067,1,146
CCG,2018/11/01,7563,1,145
CCG,2018/12/01,3045,1,110
CCG,2019/01/01,4797,1,145
CCG,2019/02/01,5971,1,153
CCG,2019/03/01,4728,1,155
CCG,2019/04/01,4204,1,162
CCG,2019/05/01,5814,1,169
CCG,2019/06/01,4384,1,171
CCG,2019/07/01,3665,1,175
CCG,2019/08/01,2847,1,179
CCG,2019/09/01,2241,1,190
CCG,2019/10/01,7300,1,197
CCG,2019/11/01,5908,1,192
CCG,2019/12/01,2164,1,166
CCG,2020/01/01,6198,1,184
CCG,2020/02/01,3594,1,186
CCG,2020/03/01,4392,1,187
CCG,2020/04/01,39,1,184
CCG,2020/05/01,960,1,153
CCG,2020/06/01,3632,1,127
CCG,2020/07/01,4333,1,106
CCG,2020/08/01,2912,1,97
CCG,2020/09/01,3619,1,100
CCG,2020/10/01,4014,1,106
CCG,2020/11/01,4566,1,105
CCG,2020/12/01,3682,1,67
CCG,2021/01/01,8343,1,114
CCG,2021/02/01,9543,1,113
CCG,2021/03/01,5226,1,117
CCM,2020/01/01,11290,1,0
CCM,2020/02/01,5968,1,0
CCM,2020/03/01,2825,1,0
CCM,2020/04/01,159,1,0
CCM,2020/05/01,766,1,0
CCM,2020/06/01,5009,1,0
CCM,2020/07/01,8114,1,0
CCM,2020/08/01,5919,1,0
CCM,2020/09/01,12688,1,0
CCM,2020/10/01,5795,1,0
CCM,2020/11/01,27701,1,0
CCM,2020/12/01,15495,1,0
CCM,2021/01/01,21926,1,0
CCT,2018/02/01,7441,1,77
CCT,2018/03/01,6221,1,82
CCT,2018/04/01,4032,1,83
CCT,2018/05/01,4959,1,86
CCT,2018/06/01,4405,1,90
CCT,2018/07/01,7876,1,95
CCT,2018/08/01,4833,1,99
CCT,2018/09/01,6024,1,103
CCT,2018/10/01,5862,1,107
CCT,2018/11/01,9279,1,108
CCT,2018/12/01,2738,1,82
CCT,2019/01/01,8391,1,128
CCT,2019/02/01,7073,1,134
CCT,2019/03/01,4833,1,134
CCT,2019/04/01,4061,1,130
CCT,2019/05/01,5886,1,133
CCT,2019/06/01,3844,1,130
CCT,2019/07/01,3537,1,136
CCT,2019/08/01,4041,1,138
CCT,2019/09/01,4556,1,143
CCT,2019/10/01,3740,1,147
CCT,2019/11/01,6259,1,147
CCT,2019/12/01,1257,1,105
CCT,2020/01/01,5725,1,116
CCT,2020/02/01,4497,1,125
CCT,2020/03/01,1951,1,120
CCT,2020/05/01,2024,1,87
CCT,2020/06/01,4269,1,79
CCT,2020/07/01,3139,1,73
CCT,2020/08/01,2146,1,71
CCT,2020/09/01,4186,1,77
CCT,2020/10/01,5207,1,82
CCT,2020/11/01,8192,1,83
CCT,2020/12/01,7031,1,72
CCT,2021/01/01,12394,1,149
CCT,2021/02/01,8284,1,164
CCT,2021/03/01,5775,1,169
CCV,2017/10/01,302,1,172
CCV,2017/11/01,5181,1,172
CCV,2017/12/01,3013,1,152
CCV,2018/01/01,12232,1,354
CCV,2018/02/01,8273,1,361
CCV,2018/03/01,7204,1,358
CCV,2018/04/01,8151,1,360
CCV,2018/05/01,7326,1,363
CCV,2018/06/01,8412,1,361
CCV,2018/07/01,5070,1,363
CCV,2018/08/01,7338,1,363
CCV,2018/09/01,5020,1,362
CCV,2018/10/01,3966,1,361
CCV,2018/11/01,4304,1,360
CCV,2018/12/01,2257,1,299
CCV,2019/01/01,11381,1,476
CCV,2019/02/01,6017,1,483
CCV,2019/03/01,827,1,485
CCV,2019/04/01,385,1,489
CCV,2019/05/01,1356,1,490
CCV,2019/06/01,510,1,489
CCV,2019/07/01,672,1,494
CCV,2019/08/01,1350,1,494
CCV,2019/09/01,622,1,495
CCV,2019/10/01,868,1,495
CCV,2019/11/01,956,1,495
CCV,2019/12/01,460,1,452
CCV,2020/01/01,4536,1,701
CCV,2020/02/01,1968,1,710
CCV,2020/03/01,1874,1,711
CCV,2020/05/01,1296,3,708
CCV,2020/06/01,27168,3,705
CCV,2020/07/01,46334,3,701
CCV,2020/08/01,79409,3,712
CCV,2020/09/01,90882,3,715
CCV,2020/10/01,90343,3,712
CCV,2020/11/01,87500,3,714
CCV,2020/12/01,18361,3,667
CCV,2021/01/01,100233,3,869
CCV,2021/02/01,153362,3,917
CCV,2021/03/01,98799,3,923
CDD,2020/01/01,9977,1,172
CDD,2020/02/01,33043,1,173
CDD,2020/03/01,28637,1,171
CDD,2020/05/01,641,1,173
CDD,2020/06/01,16076,1,173
CDD,2020/07/01,12468,1,173
CDD,2020/08/01,17882,1,169
CDD,2020/09/01,17513,1,172
CDD,2020/10/01,13887,1,171
CDD,2020/11/01,24383,1,171
CDD,2020/12/01,9288,1,168
CDD,2021/01/01,13530,2,450
CDD,2021/02/01,20663,2,476
CDD,2021/03/01,38896,2,478
CDJ,2020/02/01,2147,1,37
CDJ,2020/03/01,5698,1,40
CDJ,2020/04/01,8,1,41
CDJ,2020/05/01,197,1,41
CDJ,2020/06/01,2381,1,41
CDJ,2020/07/01,3195,1,41
CDJ,2020/08/01,6815,1,41
CDJ,2020/09/01,8838,1,42
CDJ,2020/10/01,2184,1,42
CDJ,2020/11/01,12194,1,42
CDJ,2020/12/01,3883,1,42
CDJ,2021/01/01,2817,1,180
CDJ,2021/02/01,7722,1,224
CDJ,2021/03/01,7598,1,232
CDM,2020/01/01,359,1,0
CDM,2020/02/01,1436,1,0
CDM,2020/03/01,826,1,0
CDM,2020/04/01,20,1,0
CDM,2020/05/01,472,1,0
CDM,2020/06/01,1387,1,0
CDM,2020/07/01,2741,1,0
CDM,2020/08/01,2301,1,0
CDM,2020/09/01,3381,1,0
CDM,2020/10/01,3651,1,0
CDM,2020/11/01,4602,1,0
CDM,2020/12/01,1501,1,0
CDM,2021/01/01,10211,1,0
CDM,2021/02/01,5078,1,0
CDM,2021/03/01,2700,1,0
CDN,2020/01/01,222,1,92
CDN,2020/02/01,1987,1,94
CDN,2020/03/01,4847,1,92
CDN,2020/06/01,841,1,98
CDN,2020/07/01,2089,1,96
CDN,2020/08/01,3385,1,96
CDN,2020/09/01,3901,1,97
CDN,2020/10/01,2907,1,98
CDN,2020/11/01,4404,1,99
CDN,2020/12/01,152,1,98
CDN,2021/01/01,812,1,261
CDN,2021/02/01,2927,1,269
CDN,2021/03/01,7426,1,270
CDV,2017/09/01,5438,1,1618
CDV,2017/10/01,11075,1,1622
CDV,2017/11/01,12974,1,1622
CDV,2017/12/01,8611,4,1434
CDV,2018/01/01,93316,4,1653
CDV,2018/02/01,96024,4,1654
CDV,2018/03/01,168154,5,1641
CDV,2018/04/01,138748,5,1688
CDV,2018/05/01,245844,5,1677
CDV,2018/06/01,187842,5,1657
CDV,2018/07/01,96351,5,1668
CDV,2018/08/01,209105,5,1669
CDV,2018/09/01,157648,5,1677
CDV,2018/10/01,207964,5,1689
CDV,2018/11/01,257132,5,1684
CDV,2018/12/01,82829,5,1478
CDV,2019/01/01,261565,5,1714
CDV,2019/02/01,216256,5,1727
CDV,2019/03/01,118277,5,1713
CDV,2019/04/01,209803,5,1724
CDV,2019/05/01,272328,5,1719
CDV,2019/06/01,113656,5,1708
CDV,2019/07/01,165083,5,1719
CDV,2019/08/01,219485,5,1723
CDV,2019/09/01,147977,5,1714
CDV,2019/10/01,198901,5,1725
CDV,2019/11/01,253843,5,1721
CDV,2019/12/01,91400,5,1475
CDV,2020/01/01,263369,5,1661
CDV,2020/02/01,218540,5,1674
CDV,2020/03/01,138677,5,1665
CDV,2020/04/01,212,3,1662
CDV,2020/05/01,15627,5,1634
CDV,2020/06/01,103358,5,1618
CDV,2020/07/01,120439,5,1650
CDV,2020/08/01,207536,6,1653
CDV,2020/09/01,134995,5,1665
CDV,2020/10/01,226188,5,1679
CDV,2020/11/01,205552,6,1679
CDV,2020/12/01,86560,7,1467
CDV,2021/01/01,175747,5,1690
CDV,2021/02/01,192205,5,1696
CDV,2021/03/01,130951,5,1700
CEB,2018/01/01,8271,2,569
CEB,2018/02/01,19785,2,583
CEB,2018/03/01,19803,2,576
CEB,2018/04/01,11660,2,575
CEB,2018/05/01,20856,2,579
CEB,2018/06/01,19614,2,577
CEB,2018/07/01,14186,2,577
CEB,2018/08/01,19046,2,578
CEB,2018/09/01,18061,2,573
CEB,2018/10/01,20457,2,574
CEB,2018/11/01,35524,2,571
CEB,2018/12/01,8084,2,499
CEB,2019/01/01,22152,2,638
CEB,2019/02/01,15902,2,658
CEB,2019/03/01,17711,2,651
CEB,2019/04/01,15462,2,669
CEB,2019/05/01,25646,2,668
CEB,2019/06/01,12623,2,664
CEB,2019/07/01,13036,2,676
CEB,2019/08/01,20557,2,678
CEB,2019/09/01,22961,2,674
CEB,2019/10/01,24482,2,685
CEB,2019/11/01,28857,2,688
CEB,2019/12/01,6365,2,553
CEB,2020/01/01,21314,2,693
CEB,2020/02/01,18359,2,716
CEB,2020/03/01,19418,2,713
CEB,2020/04/01,133,1,704
CEB,2020/05/01,8625,2,687
CEB,2020/06/01,15789,2,684
CEB,2020/07/01,16016,2,669
CEB,2020/08/01,29910,2,670
CEB,2020/09/01,24650,2,677
CEB,2020/10/01,38017,2,692
CEB,2020/11/01,35596,2,696
CEB,2020/12/01,8549,2,552
CEB,2021/01/01,22474,2,700
CEB,2021/02/01,27180,2,732
CEB,2021/03/01,17621,2,727
CED,2019/01/01,5153,1,203
CED,2019/02/01,6112,1,207
CED,2019/03/01,3025,1,211
CED,2019/04/01,4950,1,215
CED,2019/05/01,18288,1,215
CED,2019/06/01,4426,1,215
CED,2019/07/01,6819,1,228
CED,2019/08/01,5428,1,228
CED,2019/09/01,7033,1,226
CED,2019/10/01,6091,1,227
CED,2019/11/01,8118,1,226
CED,2019/12/01,3180,1,207
CED,2020/01/01,8603,1,411
CED,2020/02/01,19237,1,432
CED,2020/03/01,8217,1,431
CED,2020/04/01,3,1,432
CED,2020/05/01,2562,1,431
CED,2020/06/01,2977,1,435
CED,2020/07/01,3693,1,437
CED,2020/08/01,5278,1,431
CED,2020/09/01,3873,1,433
CED,2020/10/01,6453,1,432
CED,2020/11/01,7309,1,432
CED,2020/12/01,5018,1,404
CED,2021/01/01,6952,1,561
CED,2021/02/01,11116,1,579
CED,2021/03/01,5483,1,584
CFH,2019/10/01,8858,1,45
CFH,2019/11/01,21278,1,45
CFH,2019/12/01,5329,1,44
CFH,2020/01/01,35841,2,227
CFH,2020/02/01,24283,2,231
CFH,2020/03/01,43555,2,230
CFH,2020/05/01,125,1,229
CFH,2020/06/01,21647,2,226
CFH,2020/07/01,16021,2,226
CFH,2020/08/01,31406,2,235
CFH,2020/09/01,26853,2,240
CFH,2020/10/01,12681,2,240
CFH,2020/11/01,32993,2,242
CFH,2020/12/01,7589,2,234
CFH,2021/01/01,16046,2,385
CFH,2021/02/01,24719,2,443
CFH,2021/03/01,31030,2,444
CHA,2017/09/01,9849,2,1273
CHA,2017/10/01,81002,2,1278
CHA,2017/11/01,104208,2,1276
CHA,2017/12/01,19273,2,1052
